exam_sign_up
id;confirmed;returned;suggested_grade;written_score;id_course_exam_term;id_student_course
995;true;false;8;77;172;907
996;true;false;8;76;167;908
997;true;false;6;50;158;909
998;true;false;9;84;161;910
999;true;false;9;89;164;911
1000;true;false;5;36;155;912
1001;true;false;5;41;156;912
1002;true;false;6;56;157;912
1003;true;false;5;44;152;913
1004;true;false;9;89;153;913
1005;true;false;9;85;277;914
1006;true;false;8;73;212;915
1007;true;false;5;33;221;916
1008;true;false;5;22;222;916
1009;true;false;8;74;223;916
1010;true;false;5;9;227;917
1011;true;false;5;48;228;917
1012;true;false;6;57;229;917
1013;true;false;5;6;215;918
1014;true;false;8;72;216;918
1015;true;false;9;84;218;919
1016;true;false;7;62;230;920
1017;true;false;7;63;206;921
1018;true;false;9;89;209;922
1019;true;false;5;42;224;923
1020;true;false;7;66;225;923
1021;true;false;5;42;161;934
1022;true;false;5;35;162;934
1023;true;false;8;71;163;934
1024;true;false;5;5;158;935
1025;true;false;8;75;159;935
1026;true;false;5;39;152;936
1027;true;false;5;21;153;936
1028;true;false;8;71;154;936
1029;true;false;5;0;149;937
1030;true;false;5;40;150;937
1031;true;false;7;65;151;937
1032;true;false;8;74;170;938
1033;true;false;7;60;146;939
1034;true;false;9;81;173;940
1035;true;false;5;0;167;941
1036;true;false;6;51;168;941
1037;true;false;5;37;164;942
1038;true;false;5;4;165;942
1039;true;false;8;75;166;942
1040;true;false;5;0;155;943
1041;true;false;5;22;156;943
1042;true;false;8;77;157;943
1043;true;false;6;58;277;944
1044;true;false;7;67;227;945
1045;true;false;5;31;212;946
1046;true;false;7;67;213;946
1047;true;false;5;2;209;947
1048;true;false;6;50;210;947
1049;true;false;5;36;218;948
1050;true;false;5;29;219;948
1051;true;false;7;65;220;948
1052;true;false;5;0;224;949
1053;true;false;8;70;225;949
1054;true;false;5;18;233;950
1055;true;false;5;25;234;950
1056;true;false;8;77;235;950
1057;true;false;5;17;206;951
1058;true;false;6;54;207;951
1059;true;false;9;82;221;952
1060;true;false;7;62;215;953
1061;true;false;5;1;164;964
1062;true;false;5;43;165;964
1063;true;false;8;74;166;964
1064;true;false;8;75;170;965
1065;true;false;6;56;146;966
1066;true;false;6;57;161;967
1067;true;false;5;7;158;968
1068;true;false;5;11;159;968
1069;true;false;9;88;160;968
1070;true;false;5;7;167;969
1071;true;false;7;61;168;969
1072;true;false;5;25;149;970
1073;true;false;7;62;150;970
1074;true;false;5;22;155;971
1075;true;false;9;83;156;971
1076;true;false;5;33;173;972
1077;true;false;5;44;174;972
1078;true;false;9;86;175;972
1079;true;false;5;10;152;973
1080;true;false;5;9;153;973
1081;true;false;7;64;154;973
1082;true;false;6;58;218;974
1083;true;false;6;54;221;975
1084;true;false;8;76;212;976
1085;true;false;5;2;233;977
1086;true;false;8;79;234;977
1087;true;false;6;55;224;978
1088;true;false;5;29;209;979
1089;true;false;5;34;210;979
1090;true;false;8;76;211;979
1091;true;false;5;32;206;980
1092;true;false;9;88;207;980
1093;true;false;5;34;215;981
1094;true;false;5;46;216;981
1095;true;false;6;53;217;981
1096;true;false;5;11;227;982
1097;true;false;8;77;228;982
1098;true;false;5;31;230;983
1099;true;false;9;85;231;983
1100;true;false;5;10;167;994
1101;true;false;7;63;168;994
1102;true;false;5;7;146;995
1103;true;false;5;9;147;995
1104;true;false;8;79;148;995
1105;true;false;5;37;161;996
1106;true;false;5;13;162;996
1107;true;false;7;66;163;996
1108;true;false;5;45;170;997
1109;true;false;9;88;171;997
1110;true;false;5;29;164;998
1111;true;false;5;23;165;998
1112;true;false;7;62;166;998
1113;true;false;5;32;155;999
1114;true;false;8;72;156;999
1115;true;false;7;66;173;1000
1116;true;false;5;40;149;1001
1117;true;false;5;16;150;1001
1118;true;false;6;58;151;1001
1119;true;false;5;41;152;1002
1120;true;false;5;29;153;1002
1121;true;false;9;89;154;1002
1122;true;false;5;21;158;1003
1123;true;false;9;89;159;1003
1124;true;false;5;10;206;1004
1125;true;false;8;72;207;1004
1126;true;false;5;23;227;1005
1127;true;false;6;52;228;1005
1128;true;false;9;81;209;1006
1129;true;false;5;4;215;1007
1130;true;false;8;79;216;1007
1131;true;false;5;33;221;1008
1132;true;false;5;22;222;1008
1133;true;false;7;60;223;1008
1134;true;false;5;32;224;1009
1135;true;false;9;87;225;1009
1136;true;false;9;89;277;1010
1137;true;false;7;67;218;1011
1138;true;false;5;37;212;1012
1139;true;false;7;65;213;1012
1140;true;false;5;16;233;1013
1141;true;false;5;14;234;1013
1142;true;false;8;72;235;1013
1143;true;false;7;69;161;1024
1144;true;false;9;84;149;1025
1145;true;false;5;22;158;1026
1146;true;false;7;63;159;1026
1147;true;false;5;2;155;1027
1148;true;false;5;3;156;1027
1149;true;false;7;61;157;1027
1150;true;false;5;5;167;1028
1151;true;false;5;18;168;1028
1152;true;false;8;74;169;1028
1153;true;false;5;28;164;1029
1154;true;false;8;78;165;1029
1155;true;false;5;47;173;1030
1156;true;false;5;11;174;1030
1157;true;false;7;68;175;1030
1158;true;false;7;64;152;1031
1159;true;false;5;43;146;1032
1160;true;false;5;35;147;1032
1161;true;false;9;87;148;1032
1162;true;false;5;42;170;1033
1163;true;false;8;71;171;1033
1164;true;false;5;39;227;1034
1165;true;false;8;71;228;1034
1166;true;false;9;80;221;1035
1167;true;false;9;82;218;1036
1168;true;false;5;32;224;1037
1169;true;false;8;78;225;1037
1170;true;false;9;80;277;1038
1171;true;false;5;18;212;1039
1172;true;false;7;63;213;1039
1173;true;false;7;69;215;1040
1174;true;false;7;65;209;1041
1175;true;false;8;72;206;1042
1176;true;false;5;21;230;1043
1177;true;false;7;60;231;1043
1178;true;false;5;45;152;1054
1179;true;false;5;31;153;1054
1180;true;false;6;58;154;1054
1181;true;false;7;62;173;1055
1182;true;false;5;35;164;1056
1183;true;false;9;82;165;1056
1184;true;false;5;41;149;1057
1185;true;false;6;55;150;1057
1186;true;false;5;25;161;1058
1187;true;false;5;25;162;1058
1188;true;false;8;78;163;1058
1189;true;false;5;14;158;1059
1190;true;false;5;1;159;1059
1191;true;false;6;59;160;1059
1192;true;false;8;79;155;1060
1193;true;false;5;6;167;1061
1194;true;false;5;8;168;1061
1195;true;false;9;82;169;1061
1196;true;false;5;37;170;1062
1197;true;false;5;23;171;1062
1198;true;false;7;60;172;1062
1199;true;false;9;85;146;1063
1200;true;false;5;11;209;1064
1201;true;false;5;1;210;1064
1202;true;false;7;69;211;1064
1203;true;false;5;13;212;1065
1204;true;false;5;27;213;1065
1205;true;false;6;56;214;1065
1206;true;false;5;37;227;1066
1207;true;false;5;26;228;1066
1208;true;false;8;76;229;1066
1209;true;false;5;21;221;1067
1210;true;false;9;80;222;1067
1211;true;false;5;31;218;1068
1212;true;false;9;83;219;1068
1213;true;false;5;19;224;1069
1214;true;false;5;12;225;1069
1215;true;false;9;84;226;1069
1216;true;false;5;20;206;1070
1217;true;false;5;25;207;1070
1218;true;false;6;59;208;1070
1219;true;false;7;62;277;1071
1220;true;false;5;27;230;1072
1221;true;false;5;45;231;1072
1222;true;false;9;83;232;1072
1223;true;false;8;71;215;1073
1224;true;false;5;33;155;1084
1225;true;false;5;17;156;1084
1226;true;false;9;83;157;1084
1227;true;false;5;23;146;1085
1228;true;false;5;3;147;1085
1229;true;false;9;84;148;1085
1230;true;false;5;25;167;1086
1231;true;false;8;79;168;1086
1232;true;false;5;20;173;1087
1233;true;false;5;0;174;1087
1234;true;false;8;73;175;1087
1235;true;false;5;16;164;1088
1236;true;false;7;66;165;1088
1237;true;false;8;70;149;1089
1238;true;false;5;8;158;1090
1239;true;false;5;42;159;1090
1240;true;false;7;62;160;1090
1241;true;false;5;24;161;1091
1242;true;false;5;3;162;1091
1243;true;false;8;79;163;1091
1244;true;false;5;38;170;1092
1245;true;false;5;8;171;1092
1246;true;false;9;86;172;1092
1247;true;false;5;12;152;1093
1248;true;false;5;4;153;1093
1249;true;false;7;60;154;1093
1250;true;false;5;10;209;1094
1251;true;false;9;84;210;1094
1252;true;false;6;56;218;1095
1253;true;false;5;33;215;1096
1254;true;false;5;28;216;1096
1255;true;false;7;68;217;1096
1256;true;false;7;66;227;1097
1257;true;false;8;75;277;1098
1258;true;false;5;37;212;1099
1259;true;false;9;84;213;1099
1260;true;false;5;17;233;1100
1261;true;false;5;0;234;1100
1262;true;false;6;54;235;1100
1263;true;false;6;53;224;1101
1264;true;false;5;31;221;1102
1265;true;false;5;14;222;1102
1266;true;false;6;55;223;1102
1267;true;false;9;87;206;1103
1268;true;false;5;13;149;1114
1269;true;false;5;46;150;1114
1270;true;false;9;87;151;1114
1271;true;false;6;57;173;1115
1272;true;false;7;67;170;1116
1273;true;false;8;70;146;1117
1274;true;false;5;23;155;1118
1275;true;false;5;11;156;1118
1276;true;false;9;84;157;1118
1277;true;false;5;42;158;1119
1278;true;false;9;84;159;1119
1279;true;false;7;61;161;1120
1280;true;false;9;82;152;1121
1281;true;false;6;51;167;1122
1282;true;false;6;54;164;1123
1283;true;false;6;56;212;1124
1284;true;false;7;60;206;1125
1285;true;false;7;65;277;1126
1286;true;false;7;67;230;1127
1287;true;false;5;18;227;1128
1288;true;false;8;78;228;1128
1289;true;false;5;7;215;1129
1290;true;false;5;24;216;1129
1291;true;false;8;78;217;1129
1292;true;false;5;9;209;1130
1293;true;false;8;74;210;1130
1294;true;false;5;30;221;1131
1295;true;false;7;66;222;1131
1296;true;false;5;42;218;1132
1297;true;false;9;81;219;1132
1298;true;false;5;34;224;1133
1299;true;false;9;89;225;1133
1300;true;false;5;27;161;1144
1301;true;false;8;78;162;1144
1302;true;false;5;4;155;1145
1303;true;false;7;60;156;1145
1304;true;false;5;9;152;1146
1305;true;false;5;6;153;1146
1306;true;false;9;89;154;1146
1307;true;false;6;51;146;1147
1308;true;false;9;87;164;1148
1309;true;false;5;9;170;1149
1310;true;false;9;87;171;1149
1311;true;false;7;69;167;1150
1312;true;false;5;5;173;1151
1313;true;false;5;38;174;1151
1314;true;false;7;67;175;1151
1315;true;false;5;44;158;1152
1316;true;false;5;6;159;1152
1317;true;false;7;60;160;1152
1318;true;false;5;37;149;1153
1319;true;false;5;25;150;1153
1320;true;false;6;57;151;1153
1321;true;false;5;10;233;1154
1322;true;false;5;41;234;1154
1323;true;false;9;81;235;1154
1324;true;false;5;16;212;1155
1325;true;false;9;82;213;1155
1326;true;false;9;80;209;1156
1327;true;false;5;1;218;1157
1328;true;false;6;53;219;1157
1329;true;false;6;50;206;1158
1330;true;false;6;51;215;1159
1331;true;false;8;79;224;1160
1332;true;false;5;25;230;1161
1333;true;false;5;31;231;1161
1334;true;false;7;68;232;1161
1335;true;false;5;40;221;1162
1336;true;false;6;58;222;1162
1337;true;false;5;44;227;1163
1338;true;false;5;48;228;1163
1339;true;false;8;77;229;1163
1340;true;false;5;38;158;1174
1341;true;false;5;15;159;1174
1342;true;false;8;70;160;1174
1343;true;false;5;26;164;1175
1344;true;false;5;6;165;1175
1345;true;false;7;69;166;1175
1346;true;false;9;89;155;1176
1347;true;false;8;70;146;1177
1348;true;false;5;1;152;1178
1349;true;false;5;13;153;1178
1350;true;false;7;68;154;1178
1351;true;false;7;62;167;1179
1352;true;false;6;56;149;1180
1353;true;false;5;21;161;1181
1354;true;false;9;84;162;1181
1355;true;false;5;36;170;1182
1356;true;false;5;12;171;1182
1357;true;false;9;86;172;1182
1358;true;false;7;66;173;1183
1359;true;false;5;13;215;1184
1360;true;false;5;1;216;1184
1361;true;false;8;71;217;1184
1362;true;false;6;55;227;1185
1363;true;false;9;85;218;1186
1364;true;false;5;45;224;1187
1365;true;false;9;86;225;1187
1366;true;false;5;10;221;1188
1367;true;false;9;81;222;1188
1368;true;false;5;4;230;1189
1369;true;false;5;11;231;1189
1370;true;false;6;52;232;1189
1371;true;false;9;83;212;1190
1372;true;false;8;74;277;1191
1373;true;false;5;13;206;1192
1374;true;false;5;14;207;1192
1375;true;false;9;88;208;1192
1376;true;false;5;38;209;1193
1377;true;false;7;68;210;1193
1378;true;false;5;25;146;1204
1379;true;false;5;7;147;1204
1380;true;false;8;79;148;1204
1381;true;false;5;6;161;1205
1382;true;false;5;10;162;1205
1383;true;false;6;55;163;1205
1384;true;false;5;28;173;1206
1385;true;false;5;3;174;1206
1386;true;false;7;67;175;1206
1387;true;false;9;83;164;1207
1388;true;false;5;39;158;1208
1389;true;false;5;32;159;1208
1390;true;false;9;80;160;1208
1391;true;false;8;76;170;1209
1392;true;false;7;65;167;1210
1393;true;false;5;7;155;1211
1394;true;false;8;78;156;1211
1395;true;false;5;45;149;1212
1396;true;false;8;73;150;1212
1397;true;false;8;71;152;1213
1398;true;false;5;24;212;1214
1399;true;false;5;8;213;1214
1400;true;false;8;70;214;1214
1401;true;false;5;17;221;1215
1402;true;false;8;78;222;1215
1403;true;false;5;20;224;1216
1404;true;false;9;89;225;1216
1405;true;false;9;84;206;1217
1406;true;false;5;17;227;1218
1407;true;false;6;54;228;1218
1408;true;false;5;35;218;1219
1409;true;false;9;87;219;1219
1410;true;false;5;23;209;1220
1411;true;false;5;11;210;1220
1412;true;false;6;58;211;1220
1413;true;false;5;16;230;1221
1414;true;false;7;68;231;1221
1415;true;false;8;78;215;1222
1416;true;false;6;54;277;1223
1417;true;false;9;82;146;1234
1418;true;false;5;6;149;1235
1419;true;false;5;30;150;1235
1420;true;false;9;82;151;1235
1421;true;false;9;80;155;1236
1422;true;false;9;88;158;1237
1423;true;false;5;48;152;1238
1424;true;false;5;6;153;1238
1425;true;false;9;86;154;1238
1426;true;false;9;84;164;1239
1427;true;false;5;41;173;1240
1428;true;false;5;23;174;1240
1429;true;false;9;89;175;1240
1430;true;false;9;83;161;1241
1431;true;false;5;12;170;1242
1432;true;false;9;85;171;1242
1433;true;false;5;34;167;1243
1434;true;false;5;10;168;1243
1435;true;false;9;89;169;1243
1436;true;false;9;86;212;1244
1437;true;false;5;20;209;1245
1438;true;false;5;42;210;1245
1439;true;false;9;82;211;1245
1440;true;false;5;43;215;1246
1441;true;false;9;89;216;1246
1442;true;false;9;83;277;1247
1443;true;false;9;85;221;1248
1444;true;false;9;86;227;1249
1445;true;false;5;17;206;1250
1446;true;false;9;89;207;1250
1447;true;false;9;82;230;1251
1448;true;false;5;2;218;1252
1449;true;false;9;84;219;1252
1450;true;false;5;12;224;1253
1451;true;false;5;42;225;1253
1452;true;false;9;85;226;1253
1453;true;false;5;45;161;1264
1454;true;false;5;17;162;1264
1455;true;false;8;78;163;1264
1456;true;false;5;33;164;1265
1457;true;false;5;10;165;1265
1458;true;false;8;74;166;1265
1459;true;false;5;29;173;1266
1460;true;false;6;56;174;1266
1461;true;false;6;56;149;1267
1462;true;false;5;44;152;1268
1463;true;false;5;47;153;1268
1464;true;false;6;52;154;1268
1465;true;false;5;3;158;1269
1466;true;false;6;57;159;1269
1467;true;false;5;40;167;1270
1468;true;false;6;51;168;1270
1469;true;false;5;3;155;1271
1470;true;false;5;29;156;1271
1471;true;false;6;50;157;1271
1472;true;false;5;9;146;1272
1473;true;false;9;85;147;1272
1474;true;false;5;37;170;1273
1475;true;false;6;58;171;1273
1476;true;false;5;39;227;1274
1477;true;false;6;51;228;1274
1478;true;false;9;86;215;1275
1479;true;false;5;19;224;1276
1480;true;false;5;15;225;1276
1481;true;false;8;74;226;1276
1482;true;false;5;32;230;1277
1483;true;false;7;64;231;1277
1484;true;false;8;78;277;1278
1485;true;false;5;23;209;1279
1486;true;false;6;58;210;1279
1487;true;false;5;45;212;1280
1488;true;false;6;55;213;1280
1489;true;false;6;59;206;1281
1490;true;false;9;85;221;1282
1491;true;false;5;32;218;1283
1492;true;false;7;67;219;1283
1493;true;false;5;1;146;1294
1494;true;false;8;73;147;1294
1495;true;false;9;84;158;1295
1496;true;false;7;62;155;1296
1497;true;false;6;51;161;1297
1498;true;false;5;18;170;1298
1499;true;false;8;75;171;1298
1500;true;false;6;54;149;1299
1501;true;false;6;58;164;1300
1502;true;false;5;14;173;1301
1503;true;false;5;3;174;1301
1504;true;false;9;81;175;1301
1505;true;false;5;7;167;1302
1506;true;false;5;8;168;1302
1507;true;false;6;57;169;1302
1508;true;false;8;75;152;1303
1509;true;false;6;55;212;1304
1510;true;false;5;35;206;1305
1511;true;false;9;82;207;1305
1512;true;false;5;47;227;1306
1513;true;false;5;12;228;1306
1514;true;false;7;62;229;1306
1515;true;false;8;77;277;1307
1516;true;false;5;4;233;1308
1517;true;false;5;39;234;1308
1518;true;false;9;86;235;1308
1519;true;false;5;13;224;1309
1520;true;false;6;51;225;1309
1521;true;false;5;24;221;1310
1522;true;false;5;8;222;1310
1523;true;false;6;50;223;1310
1524;true;false;5;11;209;1311
1525;true;false;5;31;210;1311
1526;true;false;9;88;211;1311
1527;true;false;8;79;215;1312
1528;true;false;6;55;218;1313
1529;true;false;6;59;149;1324
1530;true;false;5;18;152;1325
1531;true;false;5;10;153;1325
1532;true;false;8;74;154;1325
1533;true;false;6;52;155;1326
1534;true;false;5;37;158;1327
1535;true;false;8;71;159;1327
1536;true;false;5;47;146;1328
1537;true;false;5;20;147;1328
1538;true;false;7;64;148;1328
1539;true;false;6;57;170;1329
1540;true;false;5;38;161;1330
1541;true;false;5;4;162;1330
1542;true;false;8;72;163;1330
1543;true;false;5;23;167;1331
1544;true;false;5;28;168;1331
1545;true;false;7;62;169;1331
1546;true;false;5;46;164;1332
1547;true;false;5;14;165;1332
1548;true;false;6;53;166;1332
1549;true;false;9;81;173;1333
1550;true;false;9;87;215;1334
1551;true;false;5;39;218;1335
1552;true;false;9;87;219;1335
1553;true;false;8;71;212;1336
1554;true;false;5;47;209;1337
1555;true;false;5;32;210;1337
1556;true;false;6;52;211;1337
1557;true;false;5;16;227;1338
1558;true;false;5;47;228;1338
1559;true;false;9;86;229;1338
1560;true;false;5;18;221;1339
1561;true;false;5;45;222;1339
1562;true;false;8;77;223;1339
1563;true;false;5;48;206;1340
1564;true;false;5;6;207;1340
1565;true;false;8;79;208;1340
1566;true;false;8;71;230;1341
1567;true;false;9;85;233;1342
1568;true;false;5;45;224;1343
1569;true;false;7;60;225;1343
1570;true;false;5;4;170;1354
1571;true;false;5;46;171;1354
1572;true;false;8;77;172;1354
1573;true;false;5;13;152;1355
1574;true;false;5;33;153;1355
1575;true;false;6;59;154;1355
1576;true;false;6;52;173;1356
1577;true;false;5;42;161;1357
1578;true;false;5;4;162;1357
1579;true;false;8;71;163;1357
1580;true;false;5;28;164;1358
1581;true;false;5;23;165;1358
1582;true;false;8;73;166;1358
1583;true;false;6;58;155;1359
1584;true;false;5;40;149;1360
1585;true;false;5;10;150;1360
1586;true;false;6;50;151;1360
1587;true;false;5;47;158;1361
1588;true;false;7;65;159;1361
1589;true;false;5;37;146;1362
1590;true;false;9;87;147;1362
1591;true;false;5;41;167;1363
1592;true;false;5;8;168;1363
1593;true;false;9;81;169;1363
1594;true;false;5;22;218;1364
1595;true;false;9;82;219;1364
1596;true;false;7;61;206;1365
1597;true;false;5;23;224;1366
1598;true;false;5;36;225;1366
1599;true;false;6;55;226;1366
1600;true;false;5;37;227;1367
1601;true;false;5;21;228;1367
1602;true;false;7;61;229;1367
1603;true;false;9;89;230;1368
1604;true;false;7;64;277;1369
1605;true;false;5;1;221;1370
1606;true;false;5;36;222;1370
1607;true;false;9;81;223;1370
1608;true;false;5;14;209;1371
1609;true;false;8;75;210;1371
1610;true;false;5;46;212;1372
1611;true;false;5;15;213;1372
1612;true;false;9;86;214;1372
1613;true;false;8;78;215;1373
1614;true;false;7;67;167;1384
1615;true;false;8;75;152;1385
1616;true;false;5;47;149;1386
1617;true;false;7;63;150;1386
1618;true;false;5;13;146;1387
1619;true;false;5;46;147;1387
1620;true;false;6;58;148;1387
1621;true;false;5;37;158;1388
1622;true;false;5;31;159;1388
1623;true;false;7;62;160;1388
1624;true;false;5;4;161;1389
1625;true;false;8;76;162;1389
1626;true;false;8;72;173;1390
1627;true;false;7;66;170;1391
1628;true;false;8;79;155;1392
1629;true;false;7;68;164;1393
1630;true;false;9;83;277;1394
1631;true;false;8;79;218;1395
1632;true;false;8;74;215;1396
1633;true;false;5;7;209;1397
1634;true;false;5;1;210;1397
1635;true;false;7;66;211;1397
1636;true;false;5;47;230;1398
1637;true;false;6;50;231;1398
1638;true;false;5;20;212;1399
1639;true;false;5;24;213;1399
1640;true;false;6;56;214;1399
1641;true;false;5;29;227;1400
1642;true;false;5;34;228;1400
1643;true;false;9;89;229;1400
1644;true;false;5;30;206;1401
1645;true;false;5;31;207;1401
1646;true;false;6;52;208;1401
1647;true;false;5;40;224;1402
1648;true;false;5;37;225;1402
1649;true;false;8;76;226;1402
1650;true;false;5;48;221;1403
1651;true;false;5;14;222;1403
1652;true;false;6;55;223;1403
1653;true;false;5;6;173;1414
1654;true;false;8;74;174;1414
1655;true;false;5;15;155;1415
1656;true;false;5;34;156;1415
1657;true;false;8;77;157;1415
1658;true;false;7;64;158;1416
1659;true;false;5;43;149;1417
1660;true;false;5;19;150;1417
1661;true;false;9;88;151;1417
1662;true;false;5;44;167;1418
1663;true;false;5;0;168;1418
1664;true;false;7;63;169;1418
1665;true;false;5;9;164;1419
1666;true;false;5;43;165;1419
1667;true;false;6;58;166;1419
1668;true;false;5;10;161;1420
1669;true;false;5;0;162;1420
1670;true;false;6;53;163;1420
1671;true;false;8;73;152;1421
1672;true;false;9;88;170;1422
1673;true;false;5;12;146;1423
1674;true;false;9;81;147;1423
1675;true;false;5;48;212;1424
1676;true;false;5;4;213;1424
1677;true;false;7;67;214;1424
1678;true;false;5;42;218;1425
1679;true;false;5;5;219;1425
1680;true;false;8;75;220;1425
1681;true;false;5;40;230;1426
1682;true;false;6;57;231;1426
1683;true;false;5;36;227;1427
1684;true;false;5;13;228;1427
1685;true;false;7;66;229;1427
1686;true;false;9;84;215;1428
1687;true;false;7;66;233;1429
1688;true;false;5;0;206;1430
1689;true;false;5;39;207;1430
1690;true;false;9;82;208;1430
1691;true;false;6;59;209;1431
1692;true;false;5;5;224;1432
1693;true;false;7;60;225;1432
1694;true;false;5;14;221;1433
1695;true;false;9;87;222;1433
1696;true;false;5;19;161;1444
1697;true;false;5;42;162;1444
1698;true;false;6;50;163;1444
1699;true;false;5;30;152;1445
1700;true;false;6;55;153;1445
1701;true;false;6;53;158;1446
1702;true;false;5;31;146;1447
1703;true;false;5;19;147;1447
1704;true;false;7;67;148;1447
1705;true;false;5;32;164;1448
1706;true;false;5;18;165;1448
1707;true;false;8;72;166;1448
1708;true;false;5;13;170;1449
1709;true;false;5;35;171;1449
1710;true;false;9;86;172;1449
1711;true;false;5;39;149;1450
1712;true;false;8;75;150;1450
1713;true;false;5;15;167;1451
1714;true;false;5;28;168;1451
1715;true;false;9;88;169;1451
1716;true;false;6;59;173;1452
1717;true;false;7;64;155;1453
1718;true;false;5;17;227;1454
1719;true;false;5;18;228;1454
1720;true;false;7;66;229;1454
1721;true;false;5;19;215;1455
1722;true;false;7;69;216;1455
1723;true;false;5;30;224;1456
1724;true;false;5;21;225;1456
1725;true;false;8;70;226;1456
1726;true;false;5;16;212;1457
1727;true;false;8;72;213;1457
1728;true;false;5;30;221;1458
1729;true;false;8;77;222;1458
1730;true;false;5;32;218;1459
1731;true;false;5;42;219;1459
1732;true;false;7;67;220;1459
1733;true;false;6;51;277;1460
1734;true;false;5;21;206;1461
1735;true;false;8;76;207;1461
1736;true;false;5;35;233;1462
1737;true;false;9;83;234;1462
1738;true;false;5;45;209;1463
1739;true;false;6;50;210;1463
1740;true;false;9;84;170;1474
1741;true;false;5;44;155;1475
1742;true;false;9;86;156;1475
1743;true;false;5;40;149;1476
1744;true;false;5;28;150;1476
1745;true;false;9;80;151;1476
1746;true;false;5;3;173;1477
1747;true;false;9;89;174;1477
1748;true;false;5;25;167;1478
1749;true;false;9;81;168;1478
1750;true;false;5;8;164;1479
1751;true;false;9;81;165;1479
1752;true;false;5;14;158;1480
1753;true;false;5;22;159;1480
1754;true;false;9;88;160;1480
1755;true;false;5;22;146;1481
1756;true;false;9;86;147;1481
1757;true;false;9;82;152;1482
1758;true;false;9;83;161;1483
1759;true;false;9;89;212;1484
1760;true;false;9;89;209;1485
1761;true;false;9;87;233;1486
1762;true;false;5;39;227;1487
1763;true;false;5;0;228;1487
1764;true;false;9;82;229;1487
1765;true;false;9;89;218;1488
1766;true;false;5;20;215;1489
1767;true;false;9;89;216;1489
1768;true;false;5;3;221;1490
1769;true;false;9;84;222;1490
1770;true;false;9;89;224;1491
1771;true;false;9;82;277;1492
1772;true;false;9;88;206;1493
1773;true;false;5;46;146;1504
1774;true;false;7;62;147;1504
1775;true;false;5;11;155;1505
1776;true;false;5;43;156;1505
1777;true;false;8;71;157;1505
1778;true;false;5;11;164;1506
1779;true;false;8;72;165;1506
1780;true;false;7;68;152;1507
1781;true;false;5;2;158;1508
1782;true;false;7;67;159;1508
1783;true;false;7;61;149;1509
1784;true;false;6;54;161;1510
1785;true;false;6;55;173;1511
1786;true;false;5;46;170;1512
1787;true;false;5;22;171;1512
1788;true;false;6;51;172;1512
1789;true;false;5;40;167;1513
1790;true;false;7;63;168;1513
1791;true;false;5;21;227;1514
1792;true;false;9;83;228;1514
1793;true;false;5;37;221;1515
1794;true;false;5;31;222;1515
1795;true;false;8;75;223;1515
1796;true;false;7;62;224;1516
1797;true;false;6;57;206;1517
1798;true;false;9;89;233;1518
1799;true;false;6;57;212;1519
1800;true;false;5;42;218;1520
1801;true;false;8;77;219;1520
1802;true;false;5;48;209;1521
1803;true;false;5;4;210;1521
1804;true;false;6;56;211;1521
1805;true;false;5;16;215;1522
1806;true;false;8;71;216;1522
1807;true;false;6;53;277;1523
1808;true;false;8;76;173;1534
1809;true;false;7;61;161;1535
1810;true;false;6;52;164;1536
1811;true;false;7;60;158;1537
1812;true;false;8;71;170;1538
1813;true;false;7;69;146;1539
1814;true;false;5;45;155;1540
1815;true;false;7;63;156;1540
1816;true;false;5;24;149;1541
1817;true;false;5;48;150;1541
1818;true;false;9;82;151;1541
1819;true;false;5;21;167;1542
1820;true;false;8;73;168;1542
1821;true;false;5;29;152;1543
1822;true;false;7;63;153;1543
1823;true;false;5;21;212;1544
1824;true;false;6;58;213;1544
1825;true;false;9;84;206;1545
1826;true;false;5;43;221;1546
1827;true;false;9;84;222;1546
1828;true;false;5;10;209;1547
1829;true;false;5;45;210;1547
1830;true;false;6;57;211;1547
1831;true;false;5;6;230;1548
1832;true;false;8;74;231;1548
1833;true;false;9;85;277;1549
1834;true;false;5;19;227;1550
1835;true;false;5;37;228;1550
1836;true;false;7;60;229;1550
1837;true;false;5;27;224;1551
1838;true;false;6;50;225;1551
1839;true;false;5;3;215;1552
1840;true;false;5;32;216;1552
1841;true;false;7;64;217;1552
1842;true;false;5;32;218;1553
1843;true;false;5;46;219;1553
1844;true;false;8;74;220;1553
1845;true;false;5;16;173;1564
1846;true;false;5;29;174;1564
1847;true;false;9;84;175;1564
1848;true;false;8;75;161;1565
1849;true;false;7;68;155;1566
1850;true;false;8;72;158;1567
1851;true;false;5;24;152;1568
1852;true;false;5;9;153;1568
1853;true;false;7;68;154;1568
1854;true;false;5;46;170;1569
1855;true;false;8;72;171;1569
1856;true;false;6;52;167;1570
1857;true;false;5;44;149;1571
1858;true;false;7;66;150;1571
1859;true;false;6;59;146;1572
1860;true;false;7;62;164;1573
1861;true;false;5;32;230;1574
1862;true;false;7;68;231;1574
1863;true;false;5;27;212;1575
1864;true;false;8;71;213;1575
1865;true;false;8;70;218;1576
1866;true;false;5;36;224;1577
1867;true;false;5;4;225;1577
1868;true;false;8;78;226;1577
1869;true;false;9;80;233;1578
1870;true;false;5;5;227;1579
1871;true;false;8;72;228;1579
1872;true;false;5;45;215;1580
1873;true;false;5;30;216;1580
1874;true;false;7;65;217;1580
