student_courses
id_student_courses;grade;id_course;id_enrolment
1400;9;63218;147
1401;6;63213;147
1402;8;63216;147
1403;6;63517;147
1404;NULL;63262;148
1405;NULL;63248;148
1406;NULL;63255;148
1407;NULL;63259;148
1408;NULL;63214;148
1409;NULL;63258;148
1410;NULL;63257;148
1411;NULL;63260;148
1412;NULL;63261;148
1413;NULL;63281;148
1414;8;63215;149
1415;8;63204;149
1416;7;63205;149
1417;9;63202;149
1418;7;63212;149
1419;6;63207;149
1420;6;63278;149
1421;8;63203;149
1422;9;63209;149
1423;9;63277;149
1424;7;63280;150
1425;8;63217;150
1426;6;63220;150
1427;7;63218;150
1428;9;63208;150
1429;7;63219;150
1430;9;63213;150
1431;6;63279;150
1432;7;63216;150
1433;9;63517;150
1434;NULL;63264;151
1435;NULL;63248;151
1436;NULL;63281;151
1437;NULL;63261;151
1438;NULL;63265;151
1439;NULL;63267;151
1440;NULL;63263;151
1441;NULL;63214;151
1442;NULL;63268;151
1443;NULL;63266;151
1444;6;63278;152
1445;6;63203;152
1446;6;63205;152
1447;7;63277;152
1448;8;63207;152
1449;9;63209;152
1450;8;63202;152
1451;9;63212;152
1452;6;63215;152
1453;7;63204;152
1454;7;63218;153
1455;7;63208;153
1456;8;63216;153
1457;8;63280;153
1458;8;63517;153
1459;7;63217;153
1460;6;63221;153
1461;8;63213;153
1462;9;63219;153
1463;6;63279;153
1464;NULL;63267;154
1465;NULL;63268;154
1466;NULL;63265;154
1467;NULL;63281;154
1468;NULL;63214;154
1469;NULL;63248;154
1470;NULL;63266;154
1471;NULL;63264;154
1472;NULL;63263;154
1473;NULL;63253;154
1474;9;63209;155
1475;9;63204;155
1476;9;63202;155
1477;9;63215;155
1478;9;63212;155
1479;9;63207;155
1480;9;63205;155
1481;9;63277;155
1482;9;63203;155
1483;9;63278;155
1484;9;63280;156
1485;9;63279;156
1486;9;63219;156
1487;9;63218;156
1488;9;63217;156
1489;9;63208;156
1490;9;63517;156
1491;9;63216;156
1492;9;63221;156
1493;9;63213;156
1494;NULL;63255;157
1495;NULL;63258;157
1496;NULL;63271;157
1497;NULL;63259;157
1498;NULL;63226;157
1499;NULL;63254;157
1500;NULL;63249;157
1501;NULL;63281;157
1502;NULL;63214;157
1503;NULL;63248;157
1504;7;63277;158
1505;8;63204;158
1506;8;63207;158
1507;7;63203;158
1508;7;63205;158
1509;7;63202;158
1510;6;63278;158
1511;6;63215;158
1512;6;63209;158
1513;7;63212;158
1514;9;63218;159
1515;8;63517;159
1516;7;63216;159
1517;6;63213;159
1518;9;63219;159
1519;6;63280;159
1520;8;63217;159
1521;6;63279;159
1522;8;63208;159
1523;6;63221;159
1524;NULL;63270;160
1525;NULL;63269;160
1526;NULL;63271;160
1527;NULL;63257;160
1528;NULL;63214;160
1529;NULL;63259;160
1530;NULL;63281;160
1531;NULL;63248;160
1532;NULL;63254;160
1533;NULL;63258;160
1534;8;63215;161
1535;7;63278;161
1536;6;63207;161
1537;7;63205;161
1538;8;63209;161
1539;7;63277;161
1540;7;63204;161
1541;9;63202;161
1542;8;63212;161
1543;7;63203;161
1544;6;63280;162
1545;9;63213;162
1546;9;63517;162
1547;6;63279;162
1548;8;63220;162
1549;9;63221;162
1550;7;63218;162
1551;6;63216;162
1552;7;63208;162
1553;8;63217;162
1554;NULL;63214;163
1555;NULL;63270;163
1556;NULL;63264;163
1557;NULL;63263;163
1558;NULL;63265;163
1559;NULL;63262;163
1560;NULL;63269;163
1561;NULL;63281;163
1562;NULL;63248;163
1563;NULL;63271;163
1564;9;63215;164
1565;8;63278;164
1566;7;63204;164
1567;8;63205;164
1568;7;63203;164
1569;8;63209;164
1570;6;63212;164
1571;7;63202;164
1572;6;63277;164
1573;7;63207;164
1574;7;63220;165
1575;8;63280;165
1576;8;63217;165
1577;8;63216;165
1578;9;63219;165
1579;8;63218;165
1580;7;63208;165
1581;9;63213;165
1582;7;63279;165
1583;7;63517;165
1584;NULL;63249;166
1585;NULL;63248;166
1586;NULL;63261;166
1587;NULL;63250;166
1588;NULL;63214;166
1589;NULL;63262;166
1590;NULL;63260;166
1591;NULL;63281;166
1592;NULL;63259;166
1593;NULL;63251;166
1594;7;63209;167
1595;7;63203;167
1596;6;63205;167
1597;6;63202;167
1598;9;63204;167
1599;9;63215;167
1600;9;63207;167
1601;6;63277;167
1602;8;63278;167
1603;8;63212;167
1604;6;63220;168
1605;8;63218;168
1606;8;63217;168
1607;7;63208;168
1608;6;63216;168
1609;8;63279;168
1610;7;63221;168
1611;9;63280;168
1612;9;63213;168
1613;8;63517;168
1614;NULL;63257;169
1615;NULL;63251;169
1616;NULL;63214;169
1617;NULL;63266;169
1618;NULL;63268;169
1619;NULL;63267;169
1620;NULL;63281;169
1621;NULL;63258;169
1622;NULL;63259;169
1623;NULL;63248;169
1624;7;63207;170
1625;8;63209;170
1626;9;63277;170
1627;9;63203;170
1628;8;63204;170
1629;7;63202;170
1630;9;63278;170
1631;6;63212;170
1632;8;63215;170
1633;8;63205;170
1634;9;63217;171
1635;9;63279;171
1636;8;63213;171
1637;8;63280;171
1638;9;63517;171
1639;7;63221;171
1640;8;63218;171
1641;9;63216;171
1642;7;63220;171
1643;8;63208;171
1644;NULL;63255;172
1645;NULL;63256;172
1646;NULL;63251;172
1647;NULL;63214;172
1648;NULL;63265;172
1649;NULL;63264;172
1650;NULL;63248;172
1651;NULL;63263;172
1652;NULL;63281;172
1653;NULL;63254;172
1654;6;63277;173
1655;9;63207;173
1656;6;63212;173
1657;6;63205;173
1658;8;63215;173
1659;7;63209;173
1660;7;63202;173
1661;7;63203;173
1662;9;63278;173
1663;7;63204;173
1664;9;63217;174
1665;9;63280;174
1666;8;63517;174
1667;6;63279;174
1668;6;63219;174
1669;9;63218;174
1670;7;63220;174
1671;9;63213;174
1672;7;63216;174
1673;6;63208;174
1674;NULL;63253;175
1675;NULL;63264;175
1676;NULL;63725;175
1677;NULL;63267;175
1678;NULL;63268;175
1679;NULL;63248;175
1680;NULL;63214;175
1681;NULL;63226;175
1682;NULL;63266;175
1683;NULL;63281;175
1684;6;63204;176
1685;9;63203;176
1686;8;63207;176
1687;9;63205;176
1688;9;63209;176
1689;8;63278;176
1690;7;63215;176
1691;9;63202;176
1692;9;63277;176
1693;7;63212;176
1694;9;63216;177
1695;6;63219;177
1696;7;63217;177
1697;7;63279;177
1698;6;63517;177
1699;9;63208;177
1700;8;63220;177
1701;6;63213;177
1702;8;63280;177
1703;7;63218;177
1704;NULL;63249;178
1705;NULL;63258;178
1706;NULL;63281;178
1707;NULL;63214;178
1708;NULL;63250;178
1709;NULL;63255;178
1710;NULL;63248;178
1711;NULL;63251;178
1712;NULL;63254;178
1713;NULL;63256;178
1714;9;63203;179
1715;9;63207;179
1716;9;63212;179
1717;9;63209;179
1718;9;63215;179
1719;9;63202;179
1720;9;63278;179
1721;9;63205;179
1722;9;63204;179
1723;9;63277;179
1724;9;63217;180
1725;9;63219;180
1726;9;63213;180
1727;9;63208;180
1728;9;63280;180
1729;9;63216;180
1730;9;63517;180
1731;9;63218;180
1732;9;63279;180
1733;9;63221;180
1734;NULL;63725;181
1735;NULL;63267;181
1736;NULL;63266;181
1737;NULL;63253;181
1738;NULL;63281;181
1739;NULL;63214;181
1740;NULL;63254;181
1741;NULL;63248;181
1742;NULL;63249;181
1743;NULL;63262;181
1744;6;63212;182
1745;9;63278;182
1746;9;63215;182
1747;7;63203;182
1748;8;63277;182
1749;9;63205;182
1750;7;63209;182
1751;7;63202;182
1752;7;63207;182
1753;7;63204;182
1754;9;63517;183
1755;6;63220;183
1756;8;63213;183
1757;9;63279;183
1758;9;63218;183
1759;7;63216;183
1760;8;63208;183
1761;7;63221;183
1762;9;63217;183
1763;6;63280;183
1764;NULL;63248;184
1765;NULL;63725;184
1766;NULL;63226;184
1767;NULL;63262;184
1768;NULL;63281;184
1769;NULL;63263;184
1770;NULL;63264;184
1771;NULL;63265;184
1772;NULL;63214;184
1773;NULL;63253;184
1774;8;63212;185
1775;7;63215;185
1776;7;63203;185
1777;7;63209;185
1778;6;63202;185
1779;9;63207;185
1780;7;63277;185
1781;6;63204;185
1782;7;63278;185
1783;6;63205;185
1784;7;63217;186
1785;6;63213;186
1786;8;63279;186
1787;9;63221;186
1788;6;63280;186
1789;7;63517;186
1790;7;63208;186
1791;9;63218;186
1792;6;63220;186
1793;7;63216;186
1794;NULL;63214;187
1795;NULL;63248;187
1796;NULL;63266;187
1797;NULL;63725;187
1798;NULL;63281;187
1799;NULL;63263;187
1800;NULL;63253;187
1801;NULL;63268;187
1802;NULL;63226;187
1803;NULL;63267;187
1804;7;63202;188
1805;7;63209;188
1806;9;63207;188
1807;6;63205;188
1808;7;63277;188
1809;7;63278;188
1810;9;63203;188
1811;9;63204;188
1812;7;63212;188
1813;9;63215;188
1814;7;63213;189
1815;7;63517;189
1816;9;63217;189
1817;7;63216;189
1818;8;63219;189
1819;6;63208;189
1820;8;63279;189
1821;8;63280;189
1822;8;63220;189
1823;7;63218;189
1824;NULL;63214;190
1825;NULL;63266;190
1826;NULL;63259;190
1827;NULL;63281;190
1828;NULL;63270;190
1829;NULL;63268;190
1830;NULL;63267;190
1831;NULL;63258;190
1832;NULL;63257;190
1833;NULL;63248;190
1834;6;63204;191
1835;8;63203;191
1836;6;63215;191
1837;9;63205;191
1838;9;63202;191
1839;7;63212;191
1840;8;63278;191
1841;7;63209;191
1842;8;63207;191
1843;6;63277;191
1844;6;63279;192
1845;9;63217;192
1846;9;63220;192
1847;9;63216;192
1848;7;63213;192
1849;6;63280;192
1850;8;63208;192
1851;9;63517;192
1852;8;63218;192
1853;9;63221;192
1854;NULL;63248;193
1855;NULL;63214;193
1856;NULL;63281;193
1857;NULL;63264;193
1858;NULL;63268;193
1859;NULL;63263;193
1860;NULL;63265;193
1861;NULL;63266;193
1862;NULL;63267;193
1863;NULL;63260;193
1864;9;63215;194
1865;9;63209;194
1866;8;63212;194
1867;9;63203;194
1868;8;63204;194
1869;6;63202;194
1870;8;63277;194
1871;8;63278;194
1872;7;63207;194
1873;9;63205;194
1874;8;63219;195
1875;7;63216;195
1876;9;63280;195
1877;9;63213;195
1878;7;63208;195
1879;7;63218;195
1880;9;63217;195
1881;6;63220;195
1882;9;63279;195
1883;9;63517;195
1884;NULL;63214;196
1885;NULL;63250;196
1886;NULL;63261;196
1887;NULL;63260;196
1888;NULL;63249;196
1889;NULL;63262;196
1890;NULL;63248;196
1891;NULL;63251;196
1892;NULL;63281;196
1893;NULL;63263;196
1894;7;63212;197
1895;7;63203;197
1896;7;63202;197
1897;6;63277;197
1898;6;63207;197
1899;9;63209;197
1900;8;63204;197
1901;6;63278;197
1902;8;63205;197
1903;7;63215;197
1904;6;63218;198
1905;8;63208;198
1906;8;63216;198
1907;9;63217;198
1908;7;63221;198
1909;6;63280;198
1910;8;63517;198
1911;7;63279;198
1912;8;63213;198
1913;6;63220;198
1914;NULL;63248;199
1915;NULL;63264;199
1916;NULL;63214;199
1917;NULL;63265;199
1918;NULL;63266;199
1919;NULL;63281;199
1920;NULL;63271;199
1921;NULL;63268;199
1922;NULL;63267;199
1923;NULL;63263;199
1924;8;63207;200
1925;6;63209;200
1926;6;63203;200
1927;6;63277;200
1928;9;63215;200
1929;7;63278;200
1930;8;63204;200
1931;7;63205;200
1932;6;63202;200
1933;9;63212;200
1934;6;63279;201
1935;8;63221;201
1936;8;63220;201
1937;7;63280;201
1938;8;63217;201
1939;7;63216;201
1940;7;63517;201
1941;8;63208;201
1942;6;63218;201
1943;8;63213;201
1944;NULL;63258;202
1945;NULL;63248;202
1946;NULL;63266;202
1947;NULL;63281;202
1948;NULL;63257;202
1949;NULL;63265;202
1950;NULL;63263;202
1951;NULL;63264;202
1952;NULL;63214;202
1953;NULL;63259;202
1954;9;63207;203
1955;6;63202;203
1956;8;63205;203
1957;6;63212;203
1958;6;63277;203
1959;7;63215;203
1960;9;63209;203
1961;6;63204;203
1962;7;63203;203
1963;8;63278;203
1964;7;63219;204
1965;9;63216;204
1966;7;63221;204
1967;8;63213;204
1968;6;63280;204
1969;8;63517;204
1970;9;63217;204
1971;7;63208;204
1972;8;63279;204
1973;8;63218;204
1974;NULL;63264;205
1975;NULL;63259;205
1976;NULL;63257;205
1977;NULL;63214;205
1978;NULL;63249;205
1979;NULL;63248;205
1980;NULL;63265;205
1981;NULL;63263;205
1982;NULL;63281;205
1983;NULL;63258;205
1984;7;63215;206
1985;9;63205;206
1986;9;63204;206
1987;8;63277;206
1988;9;63207;206
1989;9;63202;206
1990;8;63278;206
1991;8;63203;206
1992;9;63209;206
1993;8;63212;206
1994;9;63279;207
1995;6;63213;207
1996;8;63220;207
1997;9;63517;207
1998;8;63208;207
1999;7;63218;207
2000;6;63221;207
2001;9;63216;207
2002;8;63217;207
2003;6;63280;207
2004;NULL;63254;208
2005;NULL;63250;208
2006;NULL;63249;208
2007;NULL;63281;208
2008;NULL;63248;208
2009;NULL;63255;208
2010;NULL;63256;208
2011;NULL;63214;208
2012;NULL;63251;208
2013;NULL;63271;208
2014;9;63207;209
2015;6;63212;209
2016;8;63202;209
2017;6;63204;209
2018;6;63278;209
2019;8;63203;209
2020;9;63215;209
2021;6;63277;209
2022;7;63209;209
2023;6;63205;209
2024;7;63221;210
2025;8;63213;210
2026;8;63279;210
2027;6;63280;210
2028;6;63208;210
2029;6;63219;210
2030;8;63216;210
2031;9;63218;210
2032;9;63217;210
2033;8;63517;210
2034;NULL;63262;211
2035;NULL;63253;211
2036;NULL;63248;211
2037;NULL;63281;211
2038;NULL;63214;211
2039;NULL;63226;211
2040;NULL;63725;211
2041;NULL;63261;211
2042;NULL;63255;211
2043;NULL;63260;211
2044;7;63209;212
2045;9;63202;212
2046;7;63204;212
2047;6;63277;212
2048;9;63205;212
2049;9;63278;212
2050;7;63212;212
2051;6;63203;212
2052;8;63215;212
2053;9;63207;212
2054;8;63216;213
2055;8;63279;213
2056;7;63208;213
2057;9;63213;213
2058;6;63219;213
2059;9;63280;213
2060;6;63517;213
2061;6;63217;213
2062;7;63221;213
2063;8;63218;213
2064;NULL;63270;214
2065;NULL;63248;214
2066;NULL;63281;214
2067;NULL;63214;214
2068;NULL;63251;214
2069;NULL;63271;214
2070;NULL;63253;214
2071;NULL;63226;214
2072;NULL;63269;214
2073;NULL;63725;214
2074;9;63212;215
2075;9;63209;215
2076;9;63205;215
2077;9;63203;215
2078;9;63207;215
2079;9;63277;215
2080;9;63278;215
2081;9;63204;215
2082;9;63215;215
2083;9;63202;215
2084;9;63279;216
2085;9;63216;216
2086;9;63217;216
2087;9;63219;216
2088;9;63213;216
2089;9;63208;216
2090;9;63280;216
2091;9;63218;216
2092;9;63517;216
2093;9;63220;216
2094;NULL;63262;217
2095;NULL;63257;217
2096;NULL;63258;217
2097;NULL;63266;217
2098;NULL;63270;217
2099;NULL;63214;217
2100;NULL;63248;217
2101;NULL;63281;217
2102;NULL;63265;217
2103;NULL;63264;217
2104;9;63215;218
2105;6;63277;218
2106;8;63202;218
2107;7;63207;218
2108;8;63209;218
2109;6;63278;218
2110;8;63212;218
2111;9;63204;218
2112;8;63203;218
2113;6;63205;218
2114;7;63208;219
2115;8;63213;219
2116;9;63517;219
2117;7;63280;219
2118;9;63279;219
2119;7;63216;219
2120;9;63221;219
2121;8;63219;219
2122;7;63218;219
2123;9;63217;219
2124;NULL;63281;220
2125;NULL;63266;220
2126;NULL;63253;220
2127;NULL;63725;220
2128;NULL;63226;220
2129;NULL;63214;220
2130;NULL;63267;220
2131;NULL;63268;220
2132;NULL;63248;220
2133;NULL;63262;220
2134;7;63212;221
2135;8;63278;221
2136;7;63215;221
2137;9;63277;221
2138;8;63209;221
2139;7;63203;221
2140;6;63202;221
2141;7;63205;221
2142;9;63204;221
2143;7;63207;221
2144;6;63213;222
2145;9;63217;222
2146;6;63279;222
2147;6;63216;222
2148;6;63219;222
2149;6;63218;222
2150;9;63517;222
2151;9;63280;222
2152;7;63208;222
2153;8;63220;222
2154;NULL;63262;223
2155;NULL;63214;223
2156;NULL;63281;223
2157;NULL;63266;223
2158;NULL;63268;223
2159;NULL;63264;223
2160;NULL;63261;223
2161;NULL;63267;223
2162;NULL;63248;223
2163;NULL;63260;223
2164;8;63203;224
2165;6;63277;224
2166;7;63204;224
2167;7;63202;224
2168;6;63205;224
2169;7;63209;224
2170;7;63215;224
2171;9;63212;224
2172;7;63278;224
2173;7;63207;224
2174;6;63280;225
2175;7;63279;225
2176;7;63217;225
2177;8;63208;225
2178;9;63220;225
2179;7;63216;225
2180;8;63517;225
2181;7;63218;225
2182;9;63213;225
2183;8;63221;225
2184;NULL;63258;226
2185;NULL;63257;226
2186;NULL;63281;226
2187;NULL;63248;226
2188;NULL;63250;226
2189;NULL;63262;226
2190;NULL;63251;226
2191;NULL;63249;226
2192;NULL;63259;226
2193;NULL;63214;226
2194;6;63202;227
2195;8;63203;227
2196;9;63278;227
2197;9;63205;227
2198;9;63277;227
2199;6;63207;227
2200;7;63204;227
2201;6;63212;227
2202;6;63209;227
2203;8;63215;227
2204;8;63517;228
2205;7;63208;228
2206;7;63219;228
2207;9;63217;228
2208;6;63220;228
2209;9;63218;228
2210;9;63279;228
2211;6;63216;228
2212;7;63280;228
2213;6;63213;228
2214;NULL;63255;229
2215;NULL;63257;229
2216;NULL;63256;229
2217;NULL;63281;229
2218;NULL;63258;229
2219;NULL;63248;229
2220;NULL;63254;229
2221;NULL;63259;229
2222;NULL;63267;229
2223;NULL;63214;229
2224;6;63215;230
2225;8;63207;230
2226;9;63204;230
2227;7;63212;230
2228;8;63203;230
2229;8;63277;230
2230;6;63205;230
2231;7;63278;230
2232;7;63202;230
2233;6;63209;230
2234;7;63279;231
2235;9;63218;231
2236;9;63219;231
2237;6;63221;231
2238;7;63216;231
2239;7;63208;231
2240;6;63280;231
2241;7;63213;231
2242;8;63217;231
2243;6;63517;231
2244;NULL;63248;232
2245;NULL;63214;232
2246;NULL;63258;232
2247;NULL;63271;232
2248;NULL;63269;232
2249;NULL;63281;232
2250;NULL;63261;232
2251;NULL;63270;232
2252;NULL;63257;232
2253;NULL;63259;232
2254;8;63277;233
2255;8;63215;233
2256;9;63202;233
2257;8;63207;233
2258;7;63204;233
2259;6;63203;233
2260;9;63212;233
2261;7;63205;233
2262;9;63209;233
2263;9;63278;233
2264;9;63216;234
2265;7;63220;234
2266;6;63517;234
2267;8;63279;234
2268;6;63221;234
2269;6;63208;234
2270;7;63217;234
2271;7;63213;234
2272;9;63218;234
2273;9;63280;234
2274;NULL;63257;235
2275;NULL;63258;235
2276;NULL;63259;235
2277;NULL;63268;235
2278;NULL;63281;235
2279;NULL;63226;235
2280;NULL;63214;235
2281;NULL;63266;235
2282;NULL;63267;235
2283;NULL;63248;235
2284;9;63205;236
2285;9;63277;236
2286;9;63202;236
2287;9;63207;236
2288;7;63203;236
2289;6;63215;236
2290;6;63278;236
2291;6;63204;236
2292;9;63212;236
2293;8;63209;236
2294;8;63218;237
2295;6;63280;237
2296;7;63213;237
2297;9;63220;237
2298;6;63219;237
2299;7;63517;237
2300;7;63279;237
2301;6;63208;237
2302;7;63217;237
2303;8;63216;237
2304;NULL;63255;238
2305;NULL;63248;238
2306;NULL;63265;238
2307;NULL;63263;238
2308;NULL;63256;238
2309;NULL;63281;238
2310;NULL;63266;238
2311;NULL;63214;238
2312;NULL;63264;238
2313;NULL;63254;238
2314;7;63202;239
2315;6;63278;239
2316;8;63215;239
2317;7;63205;239
2318;8;63212;239
2319;7;63209;239
2320;9;63207;239
2321;7;63203;239
2322;8;63204;239
2323;9;63277;239
2324;6;63517;240
2325;7;63213;240
2326;6;63279;240
2327;9;63218;240
2328;7;63216;240
2329;9;63217;240
2330;8;63221;240
2331;6;63280;240
2332;6;63219;240
2333;9;63208;240
2334;NULL;63261;241
2335;NULL;63281;241
2336;NULL;63260;241
2337;NULL;63271;241
2338;NULL;63248;241
2339;NULL;63262;241
2340;NULL;63269;241
2341;NULL;63214;241
2342;NULL;63270;241
2343;NULL;63226;241
2344;9;63205;242
2345;9;63212;242
2346;9;63215;242
2347;9;63209;242
2348;9;63203;242
2349;9;63207;242
2350;9;63278;242
2351;9;63202;242
2352;9;63204;242
2353;9;63277;242
2354;9;63213;243
2355;9;63219;243
2356;9;63217;243
2357;9;63279;243
2358;9;63218;243
2359;9;63280;243
2360;9;63216;243
2361;9;63221;243
2362;9;63208;243
2363;9;63517;243
2364;NULL;63262;244
2365;NULL;63214;244
2366;NULL;63269;244
2367;NULL;63268;244
2368;NULL;63256;244
2369;NULL;63267;244
2370;NULL;63281;244
2371;NULL;63226;244
2372;NULL;63248;244
2373;NULL;63249;244
2374;9;63278;245
2375;9;63209;245
2376;9;63204;245
2377;9;63202;245
2378;9;63207;245
2379;9;63205;245
2380;9;63277;245
2381;9;63212;245
2382;9;63215;245
2383;9;63203;245
2384;9;63221;246
2385;9;63218;246
2386;9;63220;246
2387;9;63280;246
2388;9;63517;246
2389;9;63217;246
2390;9;63213;246
2391;9;63208;246
2392;9;63216;246
2393;9;63279;246
2394;NULL;63262;247
2395;NULL;63725;247
2396;NULL;63261;247
2397;NULL;63248;247
2398;NULL;63253;247
2399;NULL;63264;247
2400;NULL;63281;247
2401;NULL;63214;247
2402;NULL;63268;247
2403;NULL;63271;247
2404;6;63215;248
2405;8;63205;248
2406;8;63203;248
2407;8;63202;248
2408;9;63277;248
2409;9;63212;248
2410;8;63209;248
2411;8;63207;248
2412;8;63278;248
2413;8;63204;248
2414;6;63216;249
2415;8;63279;249
2416;8;63280;249
2417;8;63208;249
2418;8;63218;249
2419;6;63220;249
2420;8;63517;249
2421;6;63213;249
2422;8;63219;249
2423;9;63217;249
2424;NULL;63214;250
2425;NULL;63268;250
2426;NULL;63281;250
2427;NULL;63260;250
2428;NULL;63262;250
2429;NULL;63248;250
2430;NULL;63251;250
2431;NULL;63267;250
2432;NULL;63266;250
2433;NULL;63261;250
2434;7;63203;251
2435;9;63278;251
2436;8;63202;251
2437;8;63215;251
2438;8;63207;251
2439;8;63212;251
2440;6;63209;251
2441;7;63205;251
2442;7;63277;251
2443;7;63204;251
2444;9;63220;252
2445;7;63279;252
2446;8;63208;252
2447;8;63517;252
2448;8;63280;252
2449;6;63216;252
2450;9;63213;252
2451;7;63221;252
2452;7;63217;252
2453;7;63218;252
2454;NULL;63214;253
2455;NULL;63266;253
2456;NULL;63258;253
2457;NULL;63271;253
2458;NULL;63281;253
2459;NULL;63259;253
2460;NULL;63248;253
2461;NULL;63268;253
2462;NULL;63257;253
2463;NULL;63267;253
2464;9;63277;254
2465;7;63209;254
2466;9;63278;254
2467;7;63205;254
2468;7;63202;254
2469;8;63203;254
2470;9;63215;254
2471;9;63207;254
2472;6;63204;254
2473;6;63212;254
2474;9;63217;255
2475;9;63216;255
2476;9;63213;255
2477;6;63517;255
2478;9;63279;255
2479;9;63208;255
2480;8;63219;255
2481;7;63218;255
2482;9;63280;255
2483;6;63221;255
2484;NULL;63255;256
2485;NULL;63254;256
2486;NULL;63256;256
2487;NULL;63248;256
2488;NULL;63214;256
2489;NULL;63261;256
2490;NULL;63725;256
2491;NULL;63260;256
2492;NULL;63262;256
2493;NULL;63281;256
2494;9;63209;257
2495;8;63215;257
2496;9;63207;257
2497;7;63203;257
2498;9;63212;257
2499;8;63277;257
2500;6;63204;257
2501;9;63202;257
2502;6;63205;257
2503;9;63278;257
2504;7;63216;258
2505;7;63213;258
2506;9;63517;258
2507;7;63218;258
2508;8;63217;258
2509;7;63219;258
2510;7;63280;258
2511;6;63279;258
2512;6;63208;258
2513;6;63220;258
2514;NULL;63257;259
2515;NULL;63214;259
2516;NULL;63281;259
2517;NULL;63262;259
2518;NULL;63261;259
2519;NULL;63258;259
2520;NULL;63266;259
2521;NULL;63248;259
2522;NULL;63260;259
2523;NULL;63259;259
2524;7;63215;260
2525;7;63205;260
2526;7;63203;260
2527;9;63207;260
2528;8;63212;260
2529;9;63209;260
2530;9;63204;260
2531;9;63277;260
2532;7;63278;260
2533;6;63202;260
2534;7;63220;261
2535;9;63217;261
2536;8;63280;261
2537;7;63517;261
2538;9;63218;261
2539;8;63219;261
2540;7;63279;261
2541;7;63213;261
2542;7;63216;261
2543;6;63208;261
2544;NULL;63725;262
2545;NULL;63250;262
2546;NULL;63281;262
2547;NULL;63264;262
2548;NULL;63214;262
2549;NULL;63253;262
2550;NULL;63248;262
2551;NULL;63265;262
2552;NULL;63226;262
2553;NULL;63263;262
2554;7;63209;263
2555;8;63215;263
2556;6;63212;263
2557;6;63202;263
2558;8;63205;263
2559;9;63278;263
2560;6;63204;263
2561;8;63277;263
2562;6;63203;263
2563;9;63207;263
2564;7;63221;264
2565;7;63517;264
2566;8;63218;264
2567;8;63280;264
2568;8;63220;264
2569;6;63216;264
2570;6;63213;264
2571;6;63279;264
2572;7;63217;264
2573;6;63208;264
2574;NULL;63270;265
2575;NULL;63271;265
2576;NULL;63263;265
2577;NULL;63269;265
2578;NULL;63265;265
2579;NULL;63248;265
2580;NULL;63214;265
2581;NULL;63249;265
2582;NULL;63264;265
2583;NULL;63281;265
2584;9;63205;266
2585;7;63203;266
2586;8;63215;266
2587;6;63204;266
2588;9;63212;266
2589;8;63207;266
2590;9;63277;266
2591;6;63209;266
2592;6;63202;266
2593;9;63278;266
2594;8;63217;267
2595;7;63219;267
2596;9;63213;267
2597;8;63216;267
2598;8;63218;267
2599;8;63280;267
2600;6;63220;267
2601;7;63279;267
2602;8;63517;267
2603;6;63208;267
2604;NULL;63281;268
2605;NULL;63255;268
2606;NULL;63248;268
2607;NULL;63226;268
2608;NULL;63261;268
2609;NULL;63214;268
2610;NULL;63254;268
2611;NULL;63256;268
2612;NULL;63253;268
2613;NULL;63725;268
2614;8;63207;269
2615;9;63205;269
2616;6;63209;269
2617;7;63278;269
2618;8;63204;269
2619;8;63277;269
2620;8;63203;269
2621;7;63202;269
2622;8;63215;269
2623;9;63212;269
2624;7;63218;270
2625;9;63279;270
2626;8;63517;270
2627;8;63217;270
2628;8;63213;270
2629;9;63220;270
2630;8;63280;270
2631;9;63208;270
2632;7;63219;270
2633;6;63216;270
2634;NULL;63264;271
2635;NULL;63265;271
2636;NULL;63248;271
2637;NULL;63262;271
2638;NULL;63263;271
2639;NULL;63281;271
2640;NULL;63214;271
2641;NULL;63256;271
2642;NULL;63255;271
2643;NULL;63254;271
2644;7;63709;272
2645;9;63703;272
2646;8;63704;272
2647;6;63706;272
2648;6;63702;272
2649;10;63710;272
2650;NULL;63708;272
2651;8;63280;300
2652;8;63517;300
2653;6;63218;300
2654;8;63217;300
2656;7;63208;300
2657;7;63220;300
2658;7;63213;300
2659;7;63279;300
2660;8;63219;300
2661;9;63216;300
2662;NULL;63212;29
2663;NULL;63205;29
2664;NULL;63203;29
2665;NULL;63204;29
2666;NULL;63209;29
2667;NULL;63207;29
2668;NULL;63277;29
2669;NULL;63278;29
2670;NULL;63215;29
2671;NULL;63202;29
3000;7;63203;400
3001;8;63207;400
3002;6;63278;400
3003;7;63204;400
3004;8;63202;400
3005;8;63205;400
3006;8;63215;400
3007;7;63212;400
3008;7;63277;400
3009;9;63209;400
3010;NULL;63208;401
3011;NULL;63218;401
3012;NULL;63213;401
3013;NULL;63221;401
3014;NULL;63279;401
3015;NULL;63220;401
3016;NULL;63216;401
3017;NULL;63517;401
3018;NULL;63280;401
3019;NULL;63217;401
3020;6;63212;402
3021;8;63205;402
3022;9;63215;402
3023;6;63202;402
3024;9;63277;402
3025;6;63278;402
3026;7;63209;402
3027;9;63207;402
3028;6;63203;402
3029;8;63204;402
3030;NULL;63221;403
3031;NULL;63517;403
3032;NULL;63218;403
3033;NULL;63217;403
3034;NULL;63279;403
3035;NULL;63208;403
